name,url,role,roleKorean,region,language,stars,maturity,evidence,fileCount,dirCount,maxDepth,truncated,sourceDepthScore,patterns,dependencyCues,keySourceReferences,sourceRisks,deepInsight,reportPath,localPath
comet-ml/opik,https://github.com/comet-ml/opik,agent-harness-mcp,에이전트 하네스/MCP,global,Python,19680,high-signal,source+report,11277,2013,13,false,132,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:sdks/python/tests/unit/evaluation/suite_evaluators/agentic/test_tool_registry.py;mcp:sdks/python/tests/unit/configurator/mcp/__init__.py;mcp:sdks/python/tests/unit/configurator/mcp/test_env.py;mcp:sdks/python/tests/unit/configurator/mcp/test_install.py;agentRuntime:AGENTS.md;agentRuntime:tests_end_to_end/e2e/agents/README.md;agentRuntime:tests_end_to_end/e2e/agents/uninstrumented/agent.py;agentRuntime:tests_end_to_end/e2e/agents/known-failing/agent.py;entrypoints:tests_end_to_end/e2e/services/opik-sdk-driver/src/opik_sdk_driver/main.py;entrypoints:sdks/typescript/src/opik/integrations/opik-vercel/src/index.ts;entrypoints:sdks/typescript/src/opik/integrations/opik-otel/src/index.ts;entrypoints:sdks/typescript/src/opik/integrations/opik-openai/src/index.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=sdks/python/tests/unit/evaluation/suite_evaluators/agentic/test_tool_registry.py, sdks/python/tests/unit/configurator/mcp/__init__.py, sdks/python/tests/unit/configurator/mcp/test_env.py이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/comet-ml__opik.md,sources/comet-ml__opik
screenpipe/screenpipe,https://github.com/screenpipe/screenpipe,agent-harness-mcp,에이전트 하네스/MCP,global,Rust,19349,high-signal,source+report,1993,324,8,false,132,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:packages/screenpipe-mcp/.gitignore;mcp:packages/screenpipe-mcp/bun.lock;mcp:packages/screenpipe-mcp/manifest.json;mcp:packages/screenpipe-mcp/package.json;agentRuntime:packages/e2e/src/runner.ts;agentRuntime:packages/cli/npm-e2e/runner.ts;agentRuntime:ee/desktop/hooks/use-enterprise.ts;agentRuntime:docs/skills-registry/skills-browser.png;entrypoints:packages/screenpipe-mcp/server.json;entrypoints:packages/screenpipe-mcp/src/cli.ts;entrypoints:packages/screenpipe-mcp/src/index.ts;entrypoints:packages/ai-gateway/src/index.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=packages/screenpipe-mcp/.gitignore, packages/screenpipe-mcp/bun.lock, packages/screenpipe-mcp/manifest.json이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/screenpipe__screenpipe.md,sources/screenpipe__screenpipe
arc53/DocsGPT,https://github.com/arc53/DocsGPT,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,17938,high-signal,source+report,1380,200,6,false,132,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,,retrieval:tests/test_memory_tool.py;retrieval:tests/worker/test_ingest_checkpoint.py;retrieval:tests/worker/test_ingest_connector.py;retrieval:tests/worker/test_ingest_worker.py;entrypoints:frontend/src/App.tsx;entrypoints:frontend/src/index.css;entrypoints:frontend/src/main.tsx;entrypoints:extensions/react-widget/src/App.tsx;docs:README.md;docs:tests/e2e/README.md;docs:tests/e2e/fixtures/docs/_generate.py;docs:tests/e2e/fixtures/docs/corrupt.pdf,,"LLM 위키/RAG/지식베이스 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 retrieval=tests/test_memory_tool.py, tests/worker/test_ingest_checkpoint.py, tests/worker/test_ingest_connector.py이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/llm-wiki/repositories/arc53__DocsGPT.md,sources/arc53__DocsGPT
topoteretes/cognee,https://github.com/topoteretes/cognee,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,Python,17885,high-signal,source+report,2290,569,8,false,132,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;mcp;langchain;llama-index;fastapi;pydantic;transformers;ollama;llama;chroma;pgvector;opentelemetry;playwright,retrieval:examples/pocs/disambiguation/extract_graph_from_data_with_entity_disambiguation.py;retrieval:examples/guides/agent_memory_quickstart.py;retrieval:examples/guides/custom_graph_model.py;retrieval:examples/guides/graph_visualization.py;entrypoints:cognee-mcp/src/server.py;entrypoints:cognee-mcp/apps-src/src/main.tsx;entrypoints:cognee/__main__.py;entrypoints:bin/dockerize;docs:README_ko.md;docs:README.md;docs:logs/README.md;docs:licenses/README.md,,"LLM 위키/RAG/지식베이스 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 retrieval=examples/pocs/disambiguation/extract_graph_from_data_with_entity_disambiguation.py, examples/guides/agent_memory_quickstart.py, examples/guides/custom_graph_model.py이고, 의존성 단서는 openai, anthropic, mcp, langchain, llama-index, fastapi, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/topoteretes__cognee.md,sources/topoteretes__cognee
camel-ai/camel,https://github.com/camel-ai/camel,agent-harness-mcp,에이전트 하네스/MCP,global,Python,17219,high-signal,source+report,2221,265,8,false,132,monorepo/workspace;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;mcp;fastapi;pydantic;typer;transformers;chroma;qdrant;milvus;weaviate;pgvector;faiss;playwright,mcp:test/utils/test_mcp_client.py;mcp:test/utils/test_mcp_server.py;mcp:test/utils/test_mcp.py;mcp:test/toolkits/test_mcp_toolkit.py;agentRuntime:test/memories/context_creators/test_score_based.py;agentRuntime:test/agents/test_agent_base.py;agentRuntime:test/agents/test_agent_e2e.py;agentRuntime:test/agents/test_chat_agent.py;entrypoints:camel/toolkits/hybrid_browser_toolkit/ts/src/index.ts;instruction:docs/mintlify/key_modules/agents.mdx;instruction:docs/key_modules/agents.md;config:Makefile,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=test/utils/test_mcp_client.py, test/utils/test_mcp_server.py, test/utils/test_mcp.py이고, 의존성 단서는 openai, anthropic, mcp, fastapi, pydantic, typer, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/camel-ai__camel.md,sources/camel-ai__camel
vectorize-io/hindsight,https://github.com/vectorize-io/hindsight,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,Python,16520,high-signal,source+report,3014,488,10,false,132,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,mcp;torch,retrieval:skills/hindsight-docs/references/sdks/embed.md;retrieval:skills/hindsight-docs/references/developer/index.md;retrieval:skills/hindsight-docs/references/developer/rag-vs-hindsight.md;retrieval:skills/hindsight-docs/references/developer/retrieval.md;entrypoints:hindsight-tools/hindsight-agent-sdk/src/index.ts;entrypoints:hindsight-integrations/roo-code/hindsight_roo_code/__main__.py;entrypoints:hindsight-integrations/opencode/src/index.ts;entrypoints:hindsight-integrations/openclaw/src/index.test.ts;docs:README.md;docs:scripts/dev/monitoring/README.md;docs:hindsight-integrations/README.md;docs:hindsight-integrations/zed/README.md,,"LLM 위키/RAG/지식베이스 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 retrieval=skills/hindsight-docs/references/sdks/embed.md, skills/hindsight-docs/references/developer/index.md, skills/hindsight-docs/references/developer/rag-vs-hindsight.md이고, 의존성 단서는 mcp, torch, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/vectorize-io__hindsight.md,sources/vectorize-io__hindsight
Tencent/WeKnora,https://github.com/Tencent/WeKnora,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Go,16422,high-signal,source+report,2045,276,8,false,132,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,openai;mcp;ollama;llama;qdrant;milvus;weaviate;pgvector;prometheus,retrieval:testdata/wiki_test/doc1_stardust_memo.md;retrieval:testdata/wiki_test/doc2_psionic_engine.md;retrieval:testdata/wiki_test/doc3_dr_cole_log.md;retrieval:skills/preloaded/openmaic-classroom/scripts/rag-to-requirement.py;entrypoints:mcp-server/main.py;entrypoints:internal/runtime/server.go;entrypoints:frontend/src/App.vue;entrypoints:frontend/src/main.ts;docs:README_CN.md;docs:README_JA.md;docs:README_KO.md;docs:README.md,,"LLM 위키/RAG/지식베이스 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 retrieval=testdata/wiki_test/doc1_stardust_memo.md, testdata/wiki_test/doc2_psionic_engine.md, testdata/wiki_test/doc3_dr_cole_log.md이고, 의존성 단서는 openai, mcp, ollama, llama, qdrant, milvus, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/llm-wiki/repositories/Tencent__WeKnora.md,sources/Tencent__WeKnora
langbot-app/LangBot,https://github.com/langbot-app/LangBot,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,16358,high-signal,source+report,1010,242,9,false,132,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;mcp;langchain;vscode;pydantic;ollama;llama;chroma;qdrant;milvus;pgvector,mcp:.mcp.json;mcp:web/src/app/home/plugins/mcp-server/MCPCardVO.ts;mcp:web/src/app/home/plugins/mcp-server/MCPServerComponent.tsx;mcp:web/src/app/home/plugins/mcp-server/mcp-form/MCPDeleteConfirmDialog.tsx;agentRuntime:AGENTS.md;agentRuntime:web/src/hooks/use-mobile.ts;agentRuntime:web/src/hooks/useAsyncTask.ts;agentRuntime:web/src/hooks/useDocumentTitle.ts;entrypoints:main.py;entrypoints:web/src/main.tsx;entrypoints:src/langbot/__main__.py;entrypoints:src/langbot/pkg/api/http/controller/main.py,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=.mcp.json, web/src/app/home/plugins/mcp-server/MCPCardVO.ts, web/src/app/home/plugins/mcp-server/MCPServerComponent.tsx이고, 의존성 단서는 openai, anthropic, mcp, langchain, vscode, pydantic, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/llm-wiki/repositories/langbot-app__LangBot.md,sources/langbot-app__LangBot
googleapis/mcp-toolbox,https://github.com/googleapis/mcp-toolbox,agent-harness-mcp,에이전트 하네스/MCP,global,Go,15643,high-signal,source+report,1741,703,8,false,132,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,gemini;mcp;click;cobra;opentelemetry,mcp:MCP-TOOLBOX-EXTENSION.md;mcp:tests/mcp_tool.go;mcp:tests/mcp_types.go;mcp:tests/http/http_mcp_test.go;agentRuntime:tests/tool.go;agentRuntime:tests/conformance/tools.yaml;agentRuntime:internal/tools/http_method.go;agentRuntime:internal/tools/tools_test.go;entrypoints:main.go;entrypoints:server.json;entrypoints:tests/server.go;entrypoints:pypi/src/toolbox_server/main.py,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=MCP-TOOLBOX-EXTENSION.md, tests/mcp_tool.go, tests/mcp_types.go이고, 의존성 단서는 gemini, mcp, click, cobra, opentelemetry, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/googleapis__mcp-toolbox.md,sources/googleapis__mcp-toolbox
MODSetter/SurfSense,https://github.com/MODSetter/SurfSense,ai-infrastructure-serving,AI 인프라/서빙,global,Python,14921,high-signal,source+report,3518,785,12,false,132,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,entrypoints:surfsense_web/lib/posthog/server.ts;entrypoints:surfsense_obsidian/src/main.ts;entrypoints:surfsense_evals/src/surfsense_evals/__main__.py;entrypoints:surfsense_desktop/src/main.ts;container:surfsense_web/Dockerfile;container:surfsense_web/content/docs/docker-installation/docker-compose.mdx;container:surfsense_backend/Dockerfile;container:surfsense_backend/scripts/whatsapp-bridge/Dockerfile;config:package.json;config:surfsense_web/package.json;config:surfsense_web/pnpm-workspace.yaml;config:surfsense_web/tsconfig.json,,"AI 인프라/서빙 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 entrypoints=surfsense_web/lib/posthog/server.ts, surfsense_obsidian/src/main.ts, surfsense_evals/src/surfsense_evals/__main__.py이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/MODSetter__SurfSense.md,sources/MODSetter__SurfSense
yusufkaraaslan/Skill_Seekers,https://github.com/yusufkaraaslan/Skill_Seekers,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,14134,high-signal,source+report,2984,155,7,false,132,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;claude;gemini;mcp;langchain;llama-index;fastapi;pydantic;click;torch;transformers;llama;chroma;weaviate;playwright,mcp:.mcp.json;mcp:example-mcp-config.json;mcp:render-mcp.yaml;mcp:setup_mcp.sh;agentRuntime:AGENTS.md;agentRuntime:tests/golden/phase2/word/SKILL.md;agentRuntime:tests/golden/phase2/rss_empty/SKILL.md;agentRuntime:tests/golden/phase2/rss/SKILL.md;entrypoints:src/skill_seekers/mcp/server.py;entrypoints:src/skill_seekers/embedding/server.py;entrypoints:src/skill_seekers/cli/main.py;entrypoints:examples/cursor-react-skill/example-project/src/App.tsx,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=.mcp.json, example-mcp-config.json, render-mcp.yaml이고, 의존성 단서는 openai, anthropic, claude, gemini, mcp, langchain, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/llm-wiki/repositories/yusufkaraaslan__Skill_Seekers.md,sources/yusufkaraaslan__Skill_Seekers
InsForge/InsForge,https://github.com/InsForge/InsForge,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,11848,high-signal,source+report,1319,307,9,false,132,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,react,mcp:packages/dashboard/src/features/dashboard/components/connect/mcp/CursorDeeplinkGenerator.tsx;mcp:packages/dashboard/src/features/dashboard/components/connect/mcp/helpers.tsx;mcp:packages/dashboard/src/features/dashboard/components/connect/mcp/index.ts;mcp:packages/dashboard/src/features/dashboard/components/connect/mcp/QoderDeeplinkGenerator.tsx;agentRuntime:packages/shared-schemas/src/memory-api.schema.ts;agentRuntime:packages/dashboard/src/lib/hooks/useCloudProjectInfo.ts;agentRuntime:packages/dashboard/src/lib/hooks/useConfirm.ts;agentRuntime:packages/dashboard/src/lib/hooks/useHealth.ts;entrypoints:packages/ui/src/index.ts;entrypoints:packages/shared-schemas/src/index.ts;entrypoints:packages/dashboard/src/index.ts;entrypoints:functions/server.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=packages/dashboard/src/features/dashboard/components/connect/mcp/CursorDeeplinkGenerator.tsx, packages/dashboard/src/features/dashboard/components/connect/mcp/helpers.tsx, packages/dashboard/src/features/dashboard/components/connect/mcp/index.ts이고, 의존성 단서는 react, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/InsForge__InsForge.md,sources/InsForge__InsForge
microsoft/agent-framework,https://github.com/microsoft/agent-framework,agent-harness-mcp,에이전트 하네스/MCP,global,Python,11429,high-signal,source+report,4942,1131,10,false,132,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,,mcp:python/scripts/local_mcp_streamable_http_server.py;mcp:python/samples/04-hosting/foundry-hosted-agents/responses/12_foundry_toolbox_mcp_skills/.dockerignore;mcp:python/samples/04-hosting/foundry-hosted-agents/responses/12_foundry_toolbox_mcp_skills/.env.example;mcp:python/samples/04-hosting/foundry-hosted-agents/responses/12_foundry_toolbox_mcp_skills/agent.manifest.yaml;agentRuntime:python/AGENTS.md;agentRuntime:python/scripts/sample_validation/workflow.py;agentRuntime:python/samples/AGENTS.md;agentRuntime:python/samples/05-end-to-end/workflow_evaluation/_tools.py;entrypoints:python/scripts/sample_validation/__main__.py;entrypoints:python/scripts/integration_test_report/__main__.py;entrypoints:python/samples/05-end-to-end/neo4j_graphrag/main.py;entrypoints:python/samples/05-end-to-end/chatkit-integration/frontend/src/App.tsx,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=python/scripts/local_mcp_streamable_http_server.py, python/samples/04-hosting/foundry-hosted-agents/responses/12_foundry_toolbox_mcp_skills/.dockerignore, python/samples/04-hosting/foundry-hosted-agents/responses/12_foundry_toolbox_mcp_skills/.env.example이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/microsoft__agent-framework.md,sources/microsoft__agent-framework
livekit/agents,https://github.com/livekit/agents,agent-harness-mcp,에이전트 하네스/MCP,global,Python,11023,high-signal,source+report,1251,389,8,false,132,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;mcp;langchain;pydantic;playwright,mcp:livekit-agents/livekit/agents/llm/mcp.py;mcp:examples/voice_agents/zapier_mcp_integration.py;mcp:examples/voice_agents/mcp/mcp-agent.py;mcp:examples/voice_agents/mcp/server.py;agentRuntime:AGENTS.md;agentRuntime:livekit-plugins/livekit-plugins-xai/livekit/plugins/xai/tools.py;agentRuntime:livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/tools.py;agentRuntime:livekit-plugins/livekit-plugins-mistralai/livekit/plugins/mistralai/tools.py;entrypoints:livekit-plugins/livekit-blingfire/src/main.cpp;entrypoints:livekit-agents/livekit/agents/__main__.py;instruction:CLAUDE.md;config:makefile,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=livekit-agents/livekit/agents/llm/mcp.py, examples/voice_agents/zapier_mcp_integration.py, examples/voice_agents/mcp/mcp-agent.py이고, 의존성 단서는 openai, anthropic, mcp, langchain, pydantic, playwright, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/livekit__agents.md,sources/livekit__agents
mcp-use/mcp-use,https://github.com/mcp-use/mcp-use,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,10115,high-signal,source+report,1662,355,13,false,132,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:.mcp.json;mcp:skills/openapi-to-mcp/LICENSE.txt;mcp:skills/openapi-to-mcp/SKILL.md;mcp:skills/openapi-to-mcp/references/auth.md;agentRuntime:skills/openapi-to-mcp/references/code-templates.md;entrypoints:libraries/typescript/packages/mcp-use/examples/server/oauth/workos/src/server.ts;entrypoints:libraries/typescript/packages/mcp-use/examples/server/oauth/supabase/src/server.ts;entrypoints:libraries/typescript/packages/mcp-use/examples/server/oauth/keycloak/src/server.ts;entrypoints:libraries/typescript/packages/mcp-use/examples/server/oauth/clerk/src/server.ts;instruction:CLAUDE.md;instruction:libraries/typescript/CLAUDE.md;instruction:libraries/typescript/packages/cli/CLAUDE.md,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=.mcp.json, skills/openapi-to-mcp/LICENSE.txt, skills/openapi-to-mcp/SKILL.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/mcp-use__mcp-use.md,sources/mcp-use__mcp-use
MemTensor/MemOS,https://github.com/MemTensor/MemOS,agent-harness-mcp,에이전트 하네스/MCP,korea,TypeScript,9913,high-signal,source+report,1794,394,10,false,132,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,openai;mcp;langchain;langgraph;fastapi;torch;transformers;ollama;llama;qdrant;milvus;prometheus,mcp:tests/api/test_mcp_serve.py;mcp:src/memos/api/mcp_serve.py;mcp:examples/mem_mcp/simple_fastmcp_client.py;mcp:examples/mem_mcp/simple_fastmcp_serve.py;agentRuntime:AGENTS.md;agentRuntime:src/memos/templates/skill_mem_prompt.py;agentRuntime:src/memos/templates/tool_mem_prompts.py;agentRuntime:src/memos/plugins/hook_defs.py;entrypoints:src/memos/mem_os/main.py;entrypoints:packages/memos-schema/src/index.ts;entrypoints:packages/memos-core/src/index.ts;entrypoints:packages/memos-core/src/viewer/server.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=tests/api/test_mcp_serve.py, src/memos/api/mcp_serve.py, examples/mem_mcp/simple_fastmcp_client.py이고, 의존성 단서는 openai, mcp, langchain, langgraph, fastapi, torch, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/llm-wiki/repositories/MemTensor__MemOS.md,sources/MemTensor__MemOS
VoltAgent/voltagent,https://github.com/VoltAgent/voltagent,agent-harness-mcp,에이전트 하네스/MCP,korea,TypeScript,9661,solid,source+report,2795,839,9,false,132,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:website/static/img/logos/mcp/index.tsx;mcp:website/src/pages/tutorial/mcp.tsx;mcp:website/src/components/mcp-list/mcp-page/CodeBlock.tsx;mcp:website/src/components/mcp-list/mcp-page/DynamicServerConfigContentRenderer.tsx;agentRuntime:AGENTS.md;agentRuntime:website/static/img/ops/agent-chat.png;agentRuntime:website/static/img/ops/agent-list.png;agentRuntime:website/src/pages/tutorial/memory.tsx;entrypoints:tools/core/src/index.ts;entrypoints:tools/core/src/generators/provider/files/src/index.ts.template;entrypoints:tools/core/src/generators/package/files/src/index.ts;entrypoints:tools/core/src/generators/example/files/src/index.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=website/static/img/logos/mcp/index.tsx, website/src/pages/tutorial/mcp.tsx, website/src/components/mcp-list/mcp-page/CodeBlock.tsx이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/llm-wiki/repositories/VoltAgent__voltagent.md,sources/VoltAgent__voltagent
