path,title,kind,folder,priority,categories,summary
reports/categories/data-platforms-vector-databases/README.md,Data Platforms and Vector Databases,category-guide,categories,156,category-guides;adjacent-infrastructure,"Data Platforms and Vector Databases Generated 2026 06 18T13 58 59.186Z Vector databases, graph databases, search engines, data stores, embeddings, indexing, and retrieval infrastructure. 요약 조사 단위 data platforms vector databases artifact 카테고리에 속한 오픈소스, 논문, 발표/트"
reports/categories/developer-productivity-devtools/README.md,Developer Productivity and DevTools,category-guide,categories,156,category-guides,"Developer Productivity and DevTools Generated 2026 06 18T13 58 59.186Z Developer tooling, automation, CI, GitHub Actions, CLIs, SDKs, workflow accelerators, code search, and productivity systems. 요약 조사 단위 developer productivity devtools artifact 카테고리에 속한 오픈소스,"
reports/categories/evals-observability-quality/README.md,"Evals, Observability, and Quality",category-guide,categories,156,category-guides;adjacent-infrastructure,"Evals, Observability, and Quality Generated 2026 06 18T13 58 59.186Z Prompt and agent evals, tracing, observability, quality gates, benchmarks, testing, monitoring, and reliability systems. 요약 조사 단위 evals observability quality artifact 카테고리에 속한 오픈소스, 논문, 발표/트렌"
reports/categories/global-ai-open-source/README.md,Global AI Open Source,category-guide,categories,156,category-guides;global-trending-open-source,"Global AI Open Source Generated 2026 06 18T13 58 59.186Z Global trending AI, LLM, agent, RAG, devtool, security, and infrastructure open source repositories. 요약 조사 단위 global ai open source artifact 카테고리에 속한 오픈소스, 논문, 발표/트렌드, 참고자료 묶음입니다. 포함 범위 519 entries이며, 주요"
reports/categories/korean-ai-open-source/README.md,Korean AI and Open Source,category-guide,categories,156,category-guides;korea-trending-open-source,"Korean AI and Open Source Generated 2026 06 18T13 58 59.186Z Korea trending repositories, Korean AI services, NAVER, Kakao, Samsung, SK, Toss, LINE, NHN, Korean RAG/MCP, and Korea conference signals. 요약 조사 단위 korean ai open source artifact 카테고리에 속한 오픈소스, 논문, 발"
reports/categories/llm-wiki-rag-knowledge/README.md,"LLM Wiki, RAG, and Knowledge Bases",category-guide,categories,156,category-guides;llm-wiki,"LLM Wiki, RAG, and Knowledge Bases Generated 2026 06 18T13 58 59.186Z LLM maintained wikis, RAG, GraphRAG, knowledge bases, document chat, retrieval, notebooks, and source aware knowledge systems. 요약 조사 단위 llm wiki rag knowledge artifact 카테고리에 속한 오픈소스, 논문, 발표/"
reports/categories/local-llm-models/README.md,Local LLMs and Models,category-guide,categories,156,category-guides;adjacent-infrastructure,"Local LLMs and Models Generated 2026 06 18T13 58 59.186Z Local model runtimes, open models, model optimization, transformers, small models, edge inference, and model serving UIs. 요약 조사 단위 local llm models artifact 카테고리에 속한 오픈소스, 논문, 발표/트렌드, 참고자료 묶음입니다. 포함 범위 6"
reports/categories/mcp-tools-protocols/README.md,"MCP, Tools, and Protocols",category-guide,categories,156,category-guides;agent-harness,"MCP, Tools, and Protocols Generated 2026 06 18T13 58 59.186Z Model Context Protocol servers, tool registries, gateways, connectors, protocol SDKs, and tool calling infrastructure. 요약 조사 단위 mcp tools protocols artifact 카테고리에 속한 오픈소스, 논문, 발표/트렌드, 참고자료 묶음입니다. 포함 "
reports/categories/presentations-conferences/README.md,Presentations and Conferences,category-guide,categories,156,category-guides;presentations-conferences,"Presentations and Conferences Generated 2026 06 18T13 58 59.186Z Conference sessions, keynotes, webinars, event recaps, recordings, schedules, and presentation method references. 요약 조사 단위 presentations conferences artifact 카테고리에 속한 오픈소스, 논문, 발표/트렌드, 참고자료 묶음입니다"
reports/categories/research-papers/README.md,Research Papers and Evidence,category-guide,categories,156,category-guides;coding-agents,"Research Papers and Evidence Generated 2026 06 18T13 58 59.186Z OpenAlex papers, studies, requirements research, agent research, source scanning research, and evidence corpus entries. 요약 조사 단위 research papers artifact 카테고리에 속한 오픈소스, 논문, 발표/트렌드, 참고자료 묶음입니다. 포함 "
reports/categories/security-governance-safety/README.md,"Security, Governance, and Safety",category-guide,categories,156,category-guides,"Security, Governance, and Safety Generated 2026 06 18T13 58 59.186Z Sandboxing, policy, governance, guardrails, prompt injection defense, supply chain security, identity, audit, and safe agent execution. 요약 조사 단위 security governance safety artifact 카테고리에 속한 오픈"
reports/categories/spec-driven-requirements/README.md,Spec-Driven and Requirements,category-guide,categories,156,category-guides;spec-driven,"Spec Driven and Requirements Generated 2026 06 18T13 58 59.186Z Spec driven development, requirements engineering, acceptance criteria, BDD/TDD, traceability, API contracts, and formal specifications. 요약 조사 단위 spec driven requirements artifact 카테고리에 속한 오픈소스, 논"
reports/clone-structure-analysis-127.md,127개 로컬 클론 구조 분석 총괄,overview-report,root,143,start-here;clone-structure-inventory,127개 로컬 클론 구조 분석 총괄 생성일 2026 06 17T22 41 11.818Z 검증 범위 실제 로컬 클론 127개 데이터 파일에 명시된 target 127개 target 중 로컬 클론 누락 0개 레포별 상세 보고서 reports/clone structures/ .md 구조 데이터 data/clone structure analysis 127.json 로컬 클론 누락 target 명시 target 기준 누락 없음. 그룹별 분포 group count adja
reports/full-source-scan-research-summary-2026-06-18.md,전체 소스 스캔과 사용자 의도-코드 연결 방식 리서치 요약,overview-report,root,143,start-here;full-source-scan,"전체 소스 스캔과 사용자 의도 코드 연결 방식 리서치 요약 기준일 2026 06 18 KST. 이 문서는 기존 reports/ 의 30개 코딩 에이전트 상세 분석, 50개 adjacent stack 분석, 새로 추가한 27개 클론 인벤토리, OpenAI/Anthropic 공식 문서, 대표 오픈소스 구현을 묶어 정리한다. 결론부터 말하면, Codex와 Claude Code류의 핵심은 ""전체 소스를 모델 프롬프트에 한 번에 넣기""가 아니라 탐색 도구 + 축약 ind"
reports/agent-harness/codex-harness-setup-guide.md,Codex Harness Setup Guide from Claude Code Patterns,agent-harness-report,agent-harness,142,coding-agents;agent-harness,Codex Harness Setup Guide from Claude Code Patterns Generated 2026 06 18T02 20 43.625Z This guide translates the Claude Code patterns in the 1000+ material corpus into Codex settings you can use as a repeatable harness. 1. Repository Instructions Create AGENTS
reports/presentations/ai-usage-trend-source-catalog-6-12mo.md,AI Usage Trend Conference Source Catalog,presentation-report,presentations,142,presentations-conferences;ai-usage-trends;source-catalogs-and-inventories,AI Usage Trend Conference Source Catalog Generated 2026 06 18T07 28 59.736Z Requested window 2025 06 18 to 2026 06 18 Date Region Company Event Source Trends 2026 08 19 korea AI Summit Seoul AI Summit Seoul & Expo 2026 AI Summit Seoul & EXPO 2026 https //www.a
reports/presentations/conference-source-catalog.md,Conference Source Catalog,presentation-report,presentations,142,presentations-conferences;source-catalogs-and-inventories,"Conference Source Catalog Generated 2026 06 18T03 37 26.867Z This catalog stores source metadata only. It is intended as a searchable reference index for talks, conference schedules, recordings, webinars, and event analysis posts related to Claude Code, Codex,"
reports/llm-wiki/code-level-repositories/KalyanKS-NLP__rag-zero-to-hero-guide.md,KalyanKS-NLP/rag-zero-to-hero-guide 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,141,coding-agents;llm-wiki,"KalyanKS NLP/rag zero to hero guide 코드 레벨 분석 생성일 2026 06 17T23 31 44.039Z 기본 판정 항목 값 type curated list/tutorial maturity D small/demo/list 0 stars 1348 language Jupyter Notebook tags rag, document chat, korea signal files/code/source 20/0/0 tests/ci 0/0 local "
reports/llm-wiki/code-level-repositories/VectifyAI__PageIndex.md,VectifyAI/PageIndex 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,141,llm-wiki,"VectifyAI/PageIndex 코드 레벨 분석 생성일 2026 06 17T23 31 19.943Z 기본 판정 항목 값 type agent memory/tooling maturity C focused implementation 48 stars 33160 language Python tags rag, document chat, agent knowledge, korea signal files/code/source 44/10/9 tests/ci 0/6 local "
reports/adjacent-tech-source-inventory.md,Source Inventory,overview-report,root,118,adjacent-infrastructure;source-catalogs-and-inventories,"Source Inventory Generated at 2026 06 12T15 55 41.066Z Repository Commit Lang Files License Archived Source dirs 1 vllm project/vllm a30addc Python 5488 apache 2.0 no docs 2 ggml org/llama.cpp ebc1077 C++ 2985 mit no src, docs 3 ollama/ollama 12e0437 Go 1233 m"
reports/current-clone-inventory-107.md,Current Clone Inventory: 107 Open Source Repositories,overview-report,root,118,source-catalogs-and-inventories,Current Clone Inventory 107 Open Source Repositories Generated 2026 06 17T22 18 01.259Z Total git clones 107 Repository HEAD Files sampled Key manifests 1 Aider AI/aider 5dc9490 685 benchmark/Dockerfile<br docker/Dockerfile<br pyproject.toml<br requirements.tx
reports/spec-driven-evidence-corpus-500.md,Spec-Driven Development Evidence Corpus 500+,overview-report,root,118,coding-agents;spec-driven;research-foundations;source-catalogs-and-inventories,Spec Driven Development Evidence Corpus 500+ Collected at 2026 06 17T22 30 27.587Z This file summarizes the reproducible OpenAlex corpus used by the web research browser and follow up spec driven development analysis. It intentionally separates broad evidence 
reports/adjacent-tech/03-official-docs-and-source-map.md,"공식 문서와 소스맵: Context Engineering, RAG, Local LLM, Agent Harness",infrastructure-report,adjacent-tech,117,agent-harness;llm-wiki;adjacent-infrastructure,"공식 문서와 소스맵 Context Engineering, RAG, Local LLM, Agent Harness 기준일 2026 06 13 KST. 대상 새로 clone한 50개 레포지토리와 공식 문서. 목적 ""공식 문서가 말하는 설계 철학""과 ""clone된 코드에서 확인할 위치""를 연결한다. 1. 공식 문서에서 확인한 큰 흐름 Context engineering은 prompt 작성이 아니라 runtime context 운영이다 Anthropic의 context "
reports/adjacent-tech/04-latest-research-and-industry-radar-2026.md,"2026 최신 자료 레이더: 논문, 빅테크 발표, 에이전트/RAG/로컬 LLM 트렌드",infrastructure-report,adjacent-tech,117,llm-wiki;presentations-conferences;adjacent-infrastructure;research-foundations,"2026 최신 자료 레이더 논문, 빅테크 발표, 에이전트/RAG/로컬 LLM 트렌드 기준일 2026 06 13 KST. 범위 context engineering, RAG/GraphRAG/agentic RAG, local LLM/vLLM serving, agent memory, eval/observability, MCP/A2A, agent platform/harness. 자료 우선순위 공식 발표/공식 문서 arXiv/논문 표준 문서 산업 분석/시장 기사. 이 문서"
reports/presentations/codex-conference-talk-playbook.md,Codex Conference Talk Playbook,presentation-report,presentations,117,coding-agents;presentations-conferences,"Codex Conference Talk Playbook Generated 2026 06 18T03 37 26.867Z Recommended Talk Structure 1. Problem framing name the engineering bottleneck and the human workflow it blocks. 2. Harness framing show AGENTS.md, Codex config, sandbox/approval policy, MCP serv"
reports/research/03-conflicting-theories-and-open-questions.md,AI 에이전트 설계의 충돌 이론과 보류된 질문,research-synthesis,research,117,start-here;research-foundations,"AI 에이전트 설계의 충돌 이론과 보류된 질문 기준일 2026 06 11 KST. 근거 목록 02 evidence catalog 100 sources.md 의 S001 S165. 원칙 이 문서는 상반된 이론 중 하나를 승자로 고르지 않는다. 서로 다른 조건에서 모두 맞을 수 있거나, 아직 충분한 공개 근거가 없는 쟁점을 보존한다. 1. 단순 workflow 우선 vs general autonomous agent 우선 이론 A 먼저 단순 workflow와 comp"
reports/research/04-deferred-work-parallel-review-status.md,Deferred Work Parallel Review Status,research-synthesis,research,117,research-foundations,Deferred Work Parallel Review Status 작성일 2026 06 18 이 문서는 미뤄둔 조사 라인을 병렬로 다시 점검한 결과를 한 곳에 묶은 상태표다. 새로 추가한 심화 문서는 아래 두 개다. reports/full source scan/02 file discovery reading implementation deep dive.md reports/spec driven/00 spec extraction and spec memory synth
reports/llm-wiki/code-level-repositories/1517005260__graph-rag-agent.md,1517005260/graph-rag-agent 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"1517005260/graph rag agent 코드 레벨 분석 생성일 2026 06 17T23 31 43.561Z 기본 판정 항목 값 type graph rag/kg maturity A integrated platform 104 stars 2227 language Python tags rag, knowledge base, agent knowledge files/code/source 276/233/222 tests/ci 15/1 local path sources"
reports/llm-wiki/code-level-repositories/abhigyanpatwari__GitNexus.md,abhigyanpatwari/GitNexus 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"abhigyanpatwari/GitNexus 코드 레벨 분석 생성일 2026 06 17T23 31 25.416Z 기본 판정 항목 값 type graph rag/kg maturity A integrated platform 104 stars 42381 language TypeScript tags rag, knowledge base, agent knowledge files/code/source 3934/3124/870 tests/ci 120/26 local path "
reports/llm-wiki/code-level-repositories/AgriciDaniel__claude-obsidian.md,AgriciDaniel/claude-obsidian 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,coding-agents;llm-wiki,"AgriciDaniel/claude obsidian 코드 레벨 분석 생성일 2026 06 17T23 31 20.737Z 기본 판정 항목 값 type persistent llm wiki maturity A integrated platform 98 stars 7035 language Python tags direct llm wiki, knowledge base, agent knowledge files/code/source 190/29/20 tests/ci 9/1 l"
reports/llm-wiki/code-level-repositories/apecloud__ApeRAG.md,apecloud/ApeRAG 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"apecloud/ApeRAG 코드 레벨 분석 생성일 2026 06 17T23 31 44.410Z 기본 판정 항목 값 type graph rag/kg maturity A integrated platform 108 stars 1193 language Python tags rag, knowledge base, agent knowledge files/code/source 1097/804/732 tests/ci 74/22 local path sources/apecloud"
reports/llm-wiki/code-level-repositories/Ar9av__obsidian-wiki.md,Ar9av/obsidian-wiki 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"Ar9av/obsidian wiki 코드 레벨 분석 생성일 2026 06 17T23 31 22.537Z 기본 판정 항목 값 type persistent llm wiki maturity A integrated platform 88 stars 2232 language Python tags direct llm wiki, knowledge base, agent knowledge files/code/source 89/20/19 tests/ci 1/2 local path "
reports/llm-wiki/code-level-repositories/arc53__DocsGPT.md,arc53/DocsGPT 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"arc53/DocsGPT 코드 레벨 분석 생성일 2026 06 17T23 31 30.315Z 기본 판정 항목 값 type graph rag/kg maturity A integrated platform 108 stars 17938 language Python tags rag, document chat, agent knowledge, korea signal files/code/source 1251/1057/603 tests/ci 120/26 local path so"
reports/llm-wiki/code-level-repositories/aristoapp__awesome-second-brain.md,aristoapp/awesome-second-brain 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"aristoapp/awesome second brain 코드 레벨 분석 생성일 2026 06 17T23 31 49.834Z 기본 판정 항목 값 type curated list/tutorial maturity D small/demo/list 0 stars 422 language tags knowledge base, agent knowledge, korea signal files/code/source 102/0/0 tests/ci 0/0 local path sour"
reports/llm-wiki/code-level-repositories/arthurpanhku__DocSentinel.md,arthurpanhku/DocSentinel 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"arthurpanhku/DocSentinel 코드 레벨 분석 생성일 2026 06 17T23 31 13.756Z 기본 판정 항목 값 type rag knowledge platform maturity A integrated platform 102 stars 88 language Python tags rag, knowledge base, document chat, agent knowledge, korea signal files/code/source 127/66/54"
reports/llm-wiki/code-level-repositories/axoviq-ai__synthadoc.md,axoviq-ai/synthadoc 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"axoviq ai/synthadoc 코드 레벨 분석 생성일 2026 06 17T23 31 13.609Z 기본 판정 항목 값 type rag knowledge platform maturity A integrated platform 104 stars 464 language Python tags rag, knowledge base, document chat, agent knowledge, korea signal files/code/source 331/221/121 t"
reports/llm-wiki/code-level-repositories/benmaster82__Kwipu.md,benmaster82/Kwipu 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"benmaster82/Kwipu 코드 레벨 분석 생성일 2026 06 17T23 31 23.437Z 기본 판정 항목 값 type graph rag/kg maturity B production leaning 63 stars 248 language Python tags rag, knowledge base, agent knowledge, korea signal files/code/source 17/3/3 tests/ci 0/0 local path sources/ben"
reports/llm-wiki/code-level-repositories/bzsanti__oxidizePdf.md,bzsanti/oxidizePdf 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"bzsanti/oxidizePdf 코드 레벨 분석 생성일 2026 06 17T23 31 45.336Z 기본 판정 항목 값 type rag knowledge platform maturity A integrated platform 104 stars 176 language Rust tags rag, document chat, korea signal files/code/source 1177/803/428 tests/ci 120/8 local path sources/bz"
reports/llm-wiki/code-level-repositories/chatchat-space__Langchain-Chatchat.md,chatchat-space/Langchain-Chatchat 코드 레벨 분석,llm-wiki-report,llm-wiki/code-level-repositories,116,llm-wiki,"chatchat space/Langchain Chatchat 코드 레벨 분석 생성일 2026 06 17T23 31 17.047Z 기본 판정 항목 값 type rag knowledge platform maturity A integrated platform 86 stars 38186 language Python tags rag, knowledge base, agent knowledge, korea signal files/code/source 470/293/260 t"
